displayName,rating,userRatingCount,primaryType,placeUri,address,latitude,longitude,weekdayDescriptions,nextCloseTime,neighborhood,nextCloseHour,trueCoffee,5,4,3,2,1,adjustedRating
Café Jansen Schinkel,4.5,145,coffee_shop,https://maps.google.com/?cid=9253934264954475672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Valschermkade 19, 1059 CD Amsterdam, Netherlands",52.342071999999995,4.845875700000001,"Monday: 8:00 AM - 8:00 PM
Tuesday: 8:00 AM - 8:00 PM
Wednesday: 8:00 AM - 8:00 PM
Thursday: 8:00 AM - 8:00 PM
Friday: 8:00 AM - 8:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T18:00:00Z,Amsterdam Zuid,20,1,94,34,13,3,2,4.340898039211609
Dignita Vondelpark,4.5,2129,brunch_restaurant,https://maps.google.com/?cid=8974951210463730018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Koninginneweg 218, 1075 EL Amsterdam, Netherlands",52.3518389,4.8572389,"Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",,Amsterdam Zuid,,1,1513,378,122,50,66,4.476240813
Dallucci Symphonys,5,1,coffee_shop,https://maps.google.com/?cid=85215233473484663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Leo Smitstraat 4, 1082 MP Amsterdam, Netherlands",52.3362539,4.8748911,"Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,1,0,0,0,0,2.4036636531319653
GoodNews Coffee Ferdinand 51,4.1,90,coffee_shop,https://maps.google.com/?cid=14574743323925433911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Ferdinand Bolstraat 51, 1072 LB Amsterdam, Netherlands",52.355168600000006,4.890594699999999,"Monday: 8:00 AM - 6:30 PM
Tuesday: 8:00 AM - 6:30 PM
Wednesday: 8:00 AM - 6:30 PM
Thursday: 8:00 AM - 6:30 PM
Friday: 8:00 AM - 6:30 PM
Saturday: 9:00 AM - 6:30 PM
Sunday: 9:00 AM - 6:30 PM",2025-10-21T16:30:00Z,Amsterdam Zuid,18,1,63,5,3,5,14,3.7713181177263415
FLOW BRUNCH & SPECIALTY COFFEE,4.8,288,restaurant,https://maps.google.com/?cid=16002741614896909862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste Jacob van Campenstraat 47H, 1072 BD Amsterdam, Netherlands",52.35750900000001,4.889818,"Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM",,Amsterdam Zuid,,1,251,21,7,4,5,4.662881812924717
Coffeecompany,4,391,coffee_shop,https://maps.google.com/?cid=6138302323378531295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Van Woustraat 92, 1073 LP Amsterdam, Netherlands",52.35489,4.9009279999999995,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,174,122,48,16,31,3.88968232
CHEF | Coffee | Drinks | Events,5,44,bar,https://maps.google.com/?cid=8164380032930083652&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Surinameplein 33, 1058 GM Amsterdam, Netherlands",52.357698799999994,4.8523333,"Monday: Closed
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Zuid,18,1,44,0,0,0,0,4.619654560475928
Nana coffee house,4.8,375,restaurant,https://maps.google.com/?cid=14280312794242813171&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Hoofddorpplein 29 h, 1059 CW Amsterdam, Netherlands",52.3511034,4.8492497000000006,"Monday: 8:00 AM - 4:00 PM
Tuesday: Closed
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Zuid,,1,324,32,17,2,0,4.734709906504488
Café Baskèts,4.3,129,coffee_shop,https://maps.google.com/?cid=10553143834102943852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste van der Helststraat 15A, 1073 AB Amsterdam, Netherlands",52.3565085,4.8927591999999995,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Zuid,17,1,90,12,13,7,7,4.1031557229306905
YUSU,4.6,1048,coffee_shop,https://maps.google.com/?cid=7833120867751023708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Andreas Bonnstraat 2, 1091 AX Amsterdam, Netherlands",52.3598821,4.9110865,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,815,133,54,23,23,4.564637695
Coffeeshop Oost,4.9,469,store,https://maps.google.com/?cid=7069950434027526891&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Derde Oosterparkstraat 73H, 1091 HS Amsterdam, Netherlands",52.3564545,4.9162555,"Monday: 9:00 AM - 12:00 AM
Tuesday: 9:00 AM - 12:00 AM
Wednesday: 9:00 AM - 12:00 AM
Thursday: 9:00 AM - 12:00 AM
Friday: 9:00 AM - 12:00 AM
Saturday: 9:00 AM - 12:00 AM
Sunday: 9:00 AM - 12:00 AM",2025-10-21T22:00:00Z,Amsterdam Oost,0,0,445,17,3,0,4,4.858861290180235
Coffee Bru,4.5,751,coffee_shop,https://maps.google.com/?cid=6857746182893061174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Beukenplein 14, 1091 KG Amsterdam, Netherlands",52.3570888,4.9177032999999994,"Monday: 7:30 AM - 4:00 PM
Tuesday: 7:30 AM - 4:00 PM
Wednesday: 7:30 AM - 4:00 PM
Thursday: 7:30 AM - 4:00 PM
Friday: 7:30 AM - 4:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",,Amsterdam Oost,,1,509,172,48,13,9,4.4847795927281275
KAFFEE,4.8,92,coffee_shop,https://maps.google.com/?cid=8421054051385896147&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Dapperplein 45, 1093 GP Amsterdam, Netherlands",52.362005499999995,4.9282680999999995,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: Closed",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,85,4,0,0,3,4.585368475
Wakuli specialty coffee bar,4.6,133,coffee_shop,https://maps.google.com/?cid=17799213473600100035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Linnaeusstraat 237a, 1093 EP Amsterdam, Netherlands",52.3559863,4.9280085,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,105,17,3,2,6,4.400398386994749
Five Ways Coffee Roasters,4.7,605,brunch_restaurant,https://maps.google.com/?cid=8361652983497465977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Boerhaaveplein 3, 1091 DH Amsterdam, Netherlands",52.3598712,4.9123059,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,494,65,21,6,19,4.5958794176255315
noon coffee & culture,5,61,coffee_shop,https://maps.google.com/?cid=17550316578453985676&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Kruislaan 259A, 1098 SH Amsterdam, Netherlands",52.352624299999995,4.9473817,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",,Amsterdam Oost,,1,61,0,0,0,0,4.716056326508517
KoffieKar Amsterdam,5,82,catering_service,https://maps.google.com/?cid=16949342322875604499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Zeeburgerkade 664, 1019 HS Amsterdam, Netherlands",52.369204,4.9445405,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",,Amsterdam Oost,,1,81,0,1,0,0,4.754821903909272
Harvey Amsterdam,4.7,327,coffee_shop,https://maps.google.com/?cid=3862477958516650040&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Galileïplantsoen 94, 1098 NC Amsterdam, Netherlands",52.354473299999995,4.941558199999999,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,261,41,11,6,8,4.550831258945605
Rum Baba coffeeroasters Shop & Brew-bar East,4.5,881,food,https://maps.google.com/?cid=13602371112918787009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Pretoriusstraat 15, 1092 EW Amsterdam, Netherlands",52.355993600000005,4.9265403,"Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",2025-10-21T14:30:00Z,Amsterdam Oost,16,1,616,174,43,26,22,4.457015088258582
Wakuli specialty coffee bar,4.8,87,cafe,https://maps.google.com/?cid=5939224436823812276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Wagenaarstraat 70H, 1093 CV Amsterdam, Netherlands",52.3630664,4.9269935,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,73,10,2,2,0,4.540166089273653
Motion Coffee,4.4,266,coffee_shop,https://maps.google.com/?cid=4765669746701620286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste Van Swindenstraat 547, 1093 LC Amsterdam, Netherlands",52.3633939,4.930052,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 10:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,195,30,14,5,22,4.246684169366156
Café Kuijper,4.5,909,pub,https://maps.google.com/?cid=8669336951454278581&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Linnaeusstraat 79, 1093 EK Amsterdam, Netherlands",52.359886,4.925751399999999,"Monday: 11:00 AM - 1:00 AM
Tuesday: 11:00 AM - 1:00 AM
Wednesday: 11:00 AM - 1:00 AM
Thursday: 11:00 AM - 1:00 AM
Friday: 11:00 AM - 3:00 AM
Saturday: 11:00 AM - 3:00 AM
Sunday: 11:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,566,252,56,14,21,4.405406378079763
Bar Botanique,4.3,2648,restaurant,https://maps.google.com/?cid=1434105402977909357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eerste Van Swindenstraat 581, 1093 LC Amsterdam, Netherlands",52.363422,4.930292199999999,"Monday: 8:30 AM - 12:00 AM
Tuesday: 8:30 AM - 12:00 AM
Wednesday: 8:30 AM - 12:00 AM
Thursday: 8:30 AM - 1:00 AM
Friday: 8:30 AM - 2:00 AM
Saturday: 9:00 AM - 2:00 AM
Sunday: 9:00 AM - 12:00 AM",2025-10-21T22:00:00Z,Amsterdam Oost,0,0,1429,851,242,60,66,4.296248202423521
Coffee Company.,4.2,544,coffee_shop,https://maps.google.com/?cid=13256589724402703118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Javaplein 14, 1094 HW Amsterdam, Netherlands",52.3641197,4.9392271,"Monday: 7:30 AM - 7:00 PM
Tuesday: 7:30 AM - 7:00 PM
Wednesday: 7:30 AM - 7:00 PM
Thursday: 7:30 AM - 7:00 PM
Friday: 7:30 AM - 7:00 PM
Saturday: 8:30 AM - 7:00 PM
Sunday: 8:30 AM - 7:00 PM",2025-10-21T17:00:00Z,Amsterdam Oost,19,1,286,158,64,15,21,4.153177240287284
Coffee Company.,4.3,243,coffee_shop,https://maps.google.com/?cid=13524333896700434976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Middenweg 32, 1097 BP Amsterdam, Netherlands",52.3543552,4.9293689999999994,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,123,79,26,9,6,4.122652365629065
Hagen Espresso Bar (Hagen Middenweg),4.6,24,cafe,https://maps.google.com/?cid=11881075694715726623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Middenweg 59, 1098 AE Amsterdam, Netherlands",52.3537924,4.9309974,"Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,21,0,1,0,2,3.906152322150179
Viet Drip Coffee,4.9,35,coffee_shop,https://maps.google.com/?cid=10459110695794657345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Oosterpark, 1012AA Amsterdam, Netherlands",52.360406999999995,4.9184237,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 11:00 AM - 5:00 PM
Sunday: 11:00 AM - 5:00 PM",,Amsterdam Oost,,1,34,0,1,0,0,4.475353936917345
Louie Louie,4.4,2371,restaurant,https://maps.google.com/?cid=6146580831790851966&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Linnaeusstraat 11A, 1093 TR Amsterdam, Netherlands",52.3630521,4.9238802999999995,"Monday: 11:00 AM - 12:00 AM
Tuesday: 11:00 AM - 12:00 AM
Wednesday: 11:00 AM - 12:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 2:00 AM
Saturday: 9:00 AM - 2:00 AM
Sunday: 9:00 AM - 12:00 AM",2025-10-21T22:00:00Z,Amsterdam Oost,0,0,1490,574,176,60,71,4.378513180704524
BLUEY'S Coffee & Kitchen,4.5,259,brunch_restaurant,https://maps.google.com/?cid=14879791392346993108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Eef Kamerbeekstraat 182, 1095 MP Amsterdam, Netherlands",52.3733928,4.9640642,"Monday: 9:00 AM - 5:00 PM
Tuesday: 9:00 AM - 5:00 PM
Wednesday: 9:00 AM - 5:00 PM
Thursday: 9:00 AM - 5:00 PM
Friday: 9:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,201,25,10,9,14,4.364317672761552
Bapa Collective,4.9,52,coffee_shop,https://maps.google.com/?cid=2084258102284353964&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Sumatrastraat 70h, 1094 NH Amsterdam, Netherlands",52.3624095,4.9358854999999995,"Monday: Closed
Tuesday: Closed
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Oost,,1,50,1,0,0,1,4.548549887398386
Qahwa d`Or,4.7,52,coffee_shop,https://maps.google.com/?cid=7902740157955231299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Javaplein 27A, 1095 CJ Amsterdam, Netherlands",52.3634472,4.9402935,"Monday: Closed
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-10-21T16:00:00Z,Amsterdam Oost,18,1,45,4,0,0,3,4.303524945236618
Bam Boa,4.5,1462,restaurant,https://maps.google.com/?cid=12760069925251746023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Weesperzijde 135, 1091 ES Amsterdam, Netherlands",52.3496664,4.912773,"Monday: 9:00 AM - 12:00 AM
Tuesday: 9:00 AM - 12:00 AM
Wednesday: 9:00 AM - 12:00 AM
Thursday: 9:00 AM - 12:00 AM
Friday: 9:00 AM - 12:00 AM
Saturday: 9:00 AM - 12:00 AM
Sunday: 9:00 AM - 12:00 AM",2025-10-21T22:00:00Z,Amsterdam Oost,0,0,1021,293,75,31,42,4.473915852347232
Cafecito,3.8,82,coffee_shop,https://maps.google.com/?cid=18251497126192449908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Linnaeusstraat 114, 1092 GN Amsterdam, Netherlands",52.3554137,4.9278482,"Monday: 7:00 AM - 7:00 PM
Tuesday: 7:00 AM - 7:00 PM
Wednesday: 7:00 AM - 7:00 PM
Thursday: 7:00 AM - 7:00 PM
Friday: 7:00 AM - 9:00 PM
Saturday: 8:00 AM - 9:00 PM
Sunday: 8:00 AM - 9:00 PM",2025-10-21T17:00:00Z,Amsterdam Oost,19,1,43,9,11,7,12,3.4696688886299265
Barmhartig Koffie,4.7,277,coffee_shop,https://maps.google.com/?cid=8007834723323404591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Veemkade 1288, 1019 CZ Amsterdam, Netherlands",52.374092,4.938664999999999,"Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 3:00 PM
Saturday: 8:30 AM - 3:00 PM
Sunday: 9:00 AM - 3:00 PM",,Amsterdam Oost,,1,237,21,8,3,8,4.603194677068011
Drovers Dog Atjehstraat,4.6,757,restaurant,https://maps.google.com/?cid=14626913248682720632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"62, Eerste Atjehstraat, 1094 KP Amsterdam, Netherlands",52.3625098,4.9348415999999995,"Monday: Closed
Tuesday: Closed
Wednesday: 10:00 AM - 4:00 PM
Thursday: 10:00 AM - 4:00 PM
Friday: 10:00 AM - 4:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",,Amsterdam Oost,,1,563,132,35,15,12,4.551016792339769
Café Maxwell,4.3,1047,restaurant,https://maps.google.com/?cid=1042882110841954123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Beukenplein 27, 1092 BB Amsterdam, Netherlands",52.356801999999995,4.9186499999999995,"Monday: 11:00 AM - 12:00 AM
Tuesday: 11:00 AM - 12:00 AM
Wednesday: 11:00 AM - 12:00 AM
Thursday: 11:00 AM - 1:00 AM
Friday: 11:00 AM - 2:00 AM
Saturday: 11:00 AM - 2:00 AM
Sunday: 11:00 AM - 10:00 PM",2025-10-21T22:00:00Z,Amsterdam Oost,0,0,503,415,89,17,23,4.246728012289457
Morjoy to-go,5,189,coffee_shop,https://maps.google.com/?cid=7803152365379721455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Flevopark, 1095 KH Amsterdam, Netherlands",52.3589334,4.9489674,"Monday: Closed
Tuesday: Closed
Wednesday: 9:30 AM - 4:00 PM
Thursday: Closed
Friday: 9:00 AM - 4:00 PM
Saturday: 9:30 AM - 5:00 PM
Sunday: 9:30 AM - 5:00 PM",,Amsterdam Oost,,1,187,1,1,0,0,4.883430215100801
De Huismeesters,4.9,16,coffee_shop,https://maps.google.com/?cid=17472101391855533826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"H.J.E. Wenckebachweg 210, 1096 AS Amsterdam, Netherlands",52.3362734,4.9376381,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: Closed
Sunday: Closed",2025-10-21T15:00:00Z,Amsterdam Oost,17,1,15,1,0,0,0,4.090542333713532
Café - Koffiehuis Nieuwland,4.5,59,cafe,https://maps.google.com/?cid=10965597840241787887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Pieter Nieuwlandstraat 33, 1093 XK Amsterdam, Netherlands",52.3619047,4.9284129,"Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 3:00 AM
Saturday: 10:00 AM - 3:00 AM
Sunday: 11:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,38,12,8,0,1,4.141606383314172
Cannacenter Best Friends - Oost,4.4,452,store,https://maps.google.com/?cid=2874323470161124556&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Niasstraat 1, 1095 TS Amsterdam, Netherlands",52.3651199,4.9396933999999995,"Monday: 7:00 AM - 1:00 AM
Tuesday: 7:00 AM - 1:00 AM
Wednesday: 7:00 AM - 1:00 AM
Thursday: 7:00 AM - 1:00 AM
Friday: 7:00 AM - 1:00 AM
Saturday: 7:00 AM - 1:00 AM
Sunday: 7:00 AM - 1:00 AM",2025-10-21T23:00:00Z,Amsterdam Oost,1,0,315,71,24,14,28,4.292715071328173
JōKi,5,112,coffee_shop,https://maps.google.com/?cid=2862114062873857760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Cruquiusweg 89F, 1019 AG Amsterdam, Netherlands",52.369028,4.9533188,"Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",,Amsterdam Oost,,1,109,2,1,0,0,4.798069524969979
